,flux
2290.89296443,30572666.5332
2290.91339601,30573629.3254
2290.93382759,30578272.9662
2290.95425917,30583960.6513
2290.97469075,30590382.2533
2290.99512233,30589661.6204
2291.01555391,30580977.8485
2291.03598559,30580674.5311
2291.05641716,30581352.9519
2291.07684864,30591194.0631
2291.09728032,30582047.9441
2291.1177119,30573602.4583
2291.13814338,30573607.2787
2291.15857506,30572923.0931
2291.17900664,30564577.464
2291.19943812,30563063.5885
2291.2198698,30553814.6029
2291.24030138,29874764.1683
2291.26073306,30440339.5633
2291.28116454,
2291.30159612,30577889.8743
2291.3220277,30583746.3218
2291.34245928,30580404.0786
2291.36289086,30589329.8153
2291.38332244,30581973.5393
2291.40375402,30589297.3484
2291.4241857,30595479.8059
2291.44461718,30596163.5626
2291.46504876,30602238.6619
2291.48548044,30600601.544
2291.50591202,
2291.5263435,30596415.5489
2291.54677518,30591691.9581
2291.56720676,30597423.4847
2291.58763824,30595770.4305
2291.60806992,30598201.4704
2291.62850151,30594673.7615
2291.64893319,30594314.781
2291.66936467,30593465.2366
2291.68979625,30594101.5781
2291.71022793,30587032.8726
2291.73065941,30580189.8737
2291.75109099,30581294.4506
2291.77152268,30589144.4606
2291.79195416,30576715.56
2291.81238584,30579172.6499
2291.83281742,30577728.2431
2291.8532489,30582182.8116
2291.87368058,30593118.5578
2291.89411217,30589869.0757
2291.91454365,30592080.8303
2291.93497533,30587445.6071
2291.95540691,30592431.81
2291.9758385,30593828.3879
2291.99627008,30593649.6519
2292.01670166,30586837.7007
2292.03713324,30580788.1758
2292.05756483,30581013.307
2292.07799641,30590119.481
2292.09842799,30589032.4016
2292.11885958,30590722.8154
2292.13929116,30585076.545
2292.15972274,30585961.3056
2292.18015432,30598777.2805
2292.20058601,30587390.8419
2292.22101759,30588318.7604
2292.24144908,30588122.1647
2292.26188076,30582906.732
2292.28231234,30585226.7433
2292.30274383,30584385.9786
2292.32317551,30597619.7462
2292.34360709,30591819.5702
2292.36403858,30594198.5496
2292.38447026,30591912.351
2292.40490185,30592330.8361
2292.42533353,30593746.4697
2292.44576502,30586550.4148
2292.4661966,30580069.5407
2292.48662828,30577995.5209
2292.50705977,30575217.803
2292.52749135,30575629.0832
2292.54792304,30572603.4813
2292.56835452,30577740.8904
2292.58878611,30575941.9159
2292.60921779,30575604.3151
2292.62964928,30581527.4212
2292.65008096,30580119.6809
2292.67051255,30595545.4993
2292.69094403,30579020.5116
2292.71137572,30564975.9096
2292.73180731,30577000.3412
2292.75223879,30573135.407
2292.77267048,30585065.3686
2292.79310206,30572382.151
2292.81353365,30572918.2261
2292.83396524,30570688.8314
2292.85439682,30568023.4453
2292.87482851,30577878.8981
2292.89525999,30575792.0707
2292.91569158,30583325.3005
2292.93612327,30581510.1552
2292.95655475,30582762.3454
2292.97698644,30583340.781
2292.99741803,30574274.4898
2293.01784952,30590596.6761
2293.0382812,30574063.0561
2293.05871279,30577977.7244
2293.07914428,30577394.4169
2293.09957596,30576846.5081
2293.12000755,30585267.4182
2293.14043904,30588132.7057
2293.16087073,30601672.5597
2293.18130231,30585651.4975
2293.201734,30583091.8373
2293.22216549,30597247.8371
2293.24259708,30575391.5456
2293.26302877,30581980.4395
2293.28346025,30572775.5308
2293.30389184,30570639.8009
2293.32432343,30576318.241
2293.34475512,30581118.1175
2293.36518671,30588583.3104
2293.3856183,30586638.7533
2293.40604979,30586581.1435
2293.42648147,30584199.9967
2293.44691306,30581950.1376
2293.46734455,
2293.48777624,30583389.578
2293.50820783,30592893.0276
2293.52863932,30585465.1851
2293.54907101,30587037.0792
2293.5695026,30584686.2647
2293.58993429,30586258.9218
2293.61036578,30587092.0703
2293.63079737,30582796.192
2293.65122906,30582682.2443
2293.67166055,30577542.0226
2293.69209214,30565444.1217
2293.71252383,30579658.6642
2293.73295532,30571138.0144
2293.75338701,30574939.7932
2293.7738186,30569458.9126
2293.79425009,30569664.1146
2293.81468178,30567269.8169
2293.83511337,30575040.5554
2293.85554497,30569518.7113
2293.87597656,30566460.4023
2293.89640815,30577834.9746
2293.91683984,30577404.6371
2293.93727133,30590104.5114
2293.95770292,30583479.4303
2293.97813451,30583113.6773
2293.99856621,30586853.9883
2294.0189977,30578621.1893
2294.03942929,30578358.4505
2294.05986088,30572283.049
2294.08029247,30571231.018
2294.10072417,30562374.5803
2294.12115566,30558366.4017
2294.14158735,30556621.3113
2294.16201894,30553372.0777
2294.18245044,30550562.5962
2294.20288213,30555947.1248
2294.22331372,30572204.5271
2294.24374522,30579036.3704
2294.26417691,30573185.3862
2294.2846085,30578123.8643
2294.3050402,30572700.1026
2294.32547169,30570693.4506
2294.34590328,30571203.6735
2294.36633498,30572403.3703
2294.38676647,30583315.0166
2294.40719807,30559386.6437
2294.42762976,30551113.4556
2294.44806125,30564737.4765
2294.46849285,30578490.6002
2294.48892454,30581752.2615
2294.50935614,30581463.0257
2294.52978773,30585097.9023
2294.55021933,30587822.2412
2294.57065092,30588169.0605
2294.59108252,30591177.8826
2294.61151411,30585078.4887
2294.63194571,30587466.772
2294.6523773,30580579.0966
2294.6728089,30578712.2605
2294.69324059,30575586.2149
2294.71367209,30571890.2432
2294.73410368,30582986.4116
2294.75453538,30575662.7722
2294.77496688,30584785.5111
2294.79539847,30587319.5195
2294.81583017,30588561.6996
2294.83626167,30589744.5881
2294.85669336,30589470.5736
2294.87712496,30586496.2284
2294.89755646,30578021.2549
2294.91798815,30604746.977
2294.93841975,30575148.4008
2294.95885125,30567876.2181
2294.97928294,30577444.7287
2294.99971454,30579202.7693
2295.02014604,30581711.5929
2295.04057774,30574801.9483
2295.06100933,30574525.5988
2295.08144103,30573336.0234
2295.10187253,30579278.3969
2295.12230413,30570554.2432
2295.14273583,30577157.2845
2295.16316742,30537224.9326
2295.18359892,30551671.2555
2295.20403062,30571801.1788
2295.22446222,30566636.1989
2295.24489382,30565820.5494
2295.26532542,30578390.3297
2295.28575702,30566378.5907
2295.30618862,30571729.6929
2295.32662021,30574964.1244
2295.34705171,30576583.4297
2295.36748341,30581862.7379
2295.38791501,30581168.4544
2295.40834671,30588235.8599
2295.42877821,
2295.44920981,30569932.8312
2295.46964151,30572737.718
2295.49007301,30568324.4493
2295.51050461,30569662.9911
2295.53093631,30568063.0247
2295.55136781,30578674.8733
2295.57179942,30579470.7254
2295.59223112,30586708.1817
2295.61266262,30604919.8694
2295.63309432,30582505.9859
2295.65352592,30581024.3575
2295.67395742,30601178.7206
2295.69438912,30576544.0745
2295.71482072,30567716.766
2295.73525233,30573796.3899
2295.75568393,30577720.0043
2295.77611553,30579664.6174
2295.79654723,30585951.4352
2295.81697873,30579442.2535
2295.83741034,30585915.6344
2295.85784204,30581332.0702
2295.87827364,30577893.8325
2295.89870514,30579717.1989
2295.91913685,30579782.8209
2295.93956845,30571339.2256
2295.95999995,30566933.0157
2295.98043166,30579336.2622
2296.00086326,30578194.7377
2296.02129486,30584749.2572
2296.04172647,30589001.8484
2296.06215807,30589352.3694
2296.08258968,30619331.9611
2296.10302128,30589372.0424
2296.12345278,30596763.0506
2296.14388449,30600441.0355
2296.16431609,30597181.8314
2296.1847478,30583887.9815
2296.2051793,30585984.977
2296.22561091,30590388.6375
2296.24604261,30583511.7405
2296.26647412,30585771.9601
2296.28690572,30586980.9831
2296.30733743,30591230.2476
2296.32776893,30601513.7263
2296.34820064,30595118.2435
2296.36863225,30583854.8323
2296.38906385,30576875.6105
2296.40949546,30571286.7343
2296.42992706,30568325.9838
2296.45035867,30574399.4771
2296.47079028,30579196.1093
2296.49122188,30578150.7149
2296.51165349,30586021.3484
2296.5320852,30575033.463
2296.5525167,30574083.2463
2296.57294841,30573440.1224
2296.59338002,30577142.9028
2296.61381153,30584225.9824
2296.63424323,30585334.7134
2296.65467484,30590307.6329
2296.67510635,30586740.0677
2296.69553806,30581078.0893
2296.71596957,30585291.2361
2296.73640127,30582811.5205
2296.75683288,30579489.3248
2296.77726439,30574457.6415
2296.7976961,30572614.1075
2296.81812771,30562825.87
2296.83855922,30563758.6923
2296.85899093,30567539.5478
2296.87942254,30523786.955
2296.89985404,30566546.7169
2296.92028575,30586301.5612
2296.94071736,30592178.837
2296.96114907,30597170.7223
2296.98158058,30601380.0993
2297.00201219,30606087.6963
2297.0224439,30605691.771
2297.04287551,30603395.3348
2297.06330702,30599557.0239
2297.08373874,30596117.0743
2297.10417035,30586262.6412
2297.12460196,30612227.8199
2297.14503357,30592483.7352
2297.16546518,30596379.071
2297.18589689,30611211.6429
2297.2063284,30606527.9089
2297.22676001,30611098.3283
2297.24719173,30607790.4138
2297.26762324,30603754.2242
2297.28805495,30605832.136
2297.30848656,30588677.924
2297.32891808,30584002.7698
2297.34934979,30580660.4275
2297.3697813,30575547.6026
2297.39021291,
2297.41064463,30573012.8589
2297.43107614,30576829.1408
2297.45150775,30574850.3594
2297.47193947,30574460.2965
2297.49237098,30574443.3336
2297.51280269,30568303.3922
2297.53323431,30575974.5029
2297.55366592,30571516.5575
2297.57409754,30572586.5048
2297.59452915,30582307.692
2297.61496076,30581971.7287
2297.63539238,30585971.0239
2297.65582399,30582499.3072
2297.67625571,30591092.7065
2297.69668722,30599250.4975
2297.71711884,30601463.9158
2297.73755055,30614714.2787
2297.75798217,30613583.4993
2297.77841369,30617910.9672
2297.7988454,30621251.4265
2297.81927702,30620022.4636
2297.83970853,30621373.9239
2297.86014025,30616588.2315
2297.88057187,30611846.4246
2297.90100358,30616587.7984
2297.9214351,30613134.4276
2297.94186672,30611493.2422
2297.96229843,30605129.5338
2297.98272995,30618961.5531
2298.00316157,30596028.6127
2298.02359319,30590250.6994
2298.0440248,30594174.0024
2298.06445652,30585013.3982
2298.08488804,30580766.6016
2298.10531966,30538399.5328
2298.12575138,30576803.3931
2298.14618289,30595326.1339
2298.16661451,30589804.2912
2298.18704623,30589555.2423
2298.20747775,30588071.2508
2298.22790947,30612234.9618
2298.24834109,30596808.6352
2298.26877271,30589025.8406
2298.28920433,30589517.4198
2298.30963595,30596362.7617
2298.33006757,30596523.3091
2298.35049919,30608055.0106
2298.37093081,30609216.6145
2298.39136243,30607504.9166
2298.41179415,30607834.8493
2298.43222567,30610006.4412
2298.45265739,30609782.2243
2298.47308901,30606996.022
2298.49352053,30601840.1974
2298.51395225,30594471.778
2298.53438387,30598509.095
2298.5548154,30593688.0561
2298.57524712,30581139.9308
2298.59567874,30557743.4617
2298.61611046,30587717.8447
2298.63654198,30609930.0145
2298.65697361,30625508.9323
2298.67740523,30612840.3311
2298.69783685,30618603.5146
2298.71826847,30610082.2629
2298.7387001,30606456.1306
2298.75913172,30603446.9741
2298.77956344,30596613.9613
2298.79999497,30599342.8394
2298.82042659,30587181.6798
2298.84085831,30590037.043
2298.86128984,30566226.4482
2298.88172146,30587177.5971
2298.90215319,30603476.0928
2298.92258481,30615207.1397
2298.94301634,30610328.8549
2298.96344806,30611340.5775
2298.98387969,30608114.1226
2299.00431131,30607234.2796
2299.02474294,30600470.5733
2299.04517456,30587589.8627
2299.06560629,30583033.0296
2299.08603781,30573182.0233
2299.10646944,30570919.9108
2299.12690117,30579603.2949
2299.14733269,30591536.5979
2299.16776442,30597725.2238
2299.18819604,30594803.8614
2299.20862757,30597058.0361
2299.2290593,30592836.0577
2299.24949093,30589959.5738
2299.26992245,30589217.6519
2299.29035418,30583588.6086
2299.31078581,30586882.5426
2299.33121744,30575268.4498
2299.35164906,
2299.37208069,30572168.3699
2299.39251232,30587952.0191
2299.41294395,30590742.5969
2299.43337558,30592891.5856
2299.45380721,30597176.938
2299.47423884,30589872.2773
2299.49467046,30594846.5546
2299.51510209,30590182.5137
2299.53553372,30591757.7676
2299.55596545,30598454.4247
2299.57639708,30599885.6718
2299.59682861,30619222.7515
2299.61726034,30603681.4899
2299.63769197,30600710.2197
2299.6581235,30623855.93
2299.67855523,30600223.2124
